ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"68.773212000","0.062098000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"68.784042000","0.010830000",,
,,,,,,,,,,,,,,,,,,,,,,"69.768287000","0.984245000",,
,,,,,,,,,,,,,,,,,,,,,,"69.771632000","0.003345000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"70.786634000","1.015002000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"70.800907000","0.014273000",,
,,,,,,,,,,,,,,,,,,,,,,"70.892495000","0.091588000",,
,,,,,,,,,,,,,,,,,,,,,,"71.627858000","0.735363000",,
,,,,,,,,,,,,,,,,,,,,,,"71.632379000","0.004521000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"72.787054000","1.154675000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"72.791061000","0.004007000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"72.794002000","0.002941000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"72.815163000","0.021161000",,
,,,,,,,,,,,,,,,,,,,,,,"73.071244000","0.256081000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"74.794608000","1.723364000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"74.802556000","0.007948000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"74.803898000","0.001342000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"74.808793000","0.004895000",,
,,,,,,,,,,,,,,,,,,,,,,"75.178113000","0.369320000",,
,,,,,,,,,,,,,,,,,,,,,,"75.884152000","0.706039000",,
,,,,,,,,,,,,,,,,,,,,,,"75.946484000","0.062332000",,
,,,,,,,,,,,,,,,,,,,,,,"75.946924000","0.000440000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"76.805058000","0.858134000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"76.811557000","0.006499000",,
,,,,,,,,,,,,,,,,,,,,,,"77.352976000","0.541419000",,
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"78.814352000","1.461376000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"78.824564000","0.010212000",,
,,,,,,,,,,,,,,,,,,,,,,"79.476644000","0.652080000",,
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"80.815942000","1.339298000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"80.823478000","0.007536000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"80.825057000","0.001579000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"80.843939000","0.018882000",,
,,,,,,,,,,,,,,,,,,,,,,"81.612405000","0.768466000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"82.826511000","1.214106000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"82.834230000","0.007719000",,
"192.168.1.2","192.168.1.1","84","1","0",,,,"64","1",,,,,,,,,,,,,"82.835657000","0.001427000",,
"192.168.1.1","192.168.1.2","84","1","0",,,,"255","1",,,,,,,,,,,,,"82.859460000","0.023803000",,
,,,,,,,,,,,,,,,,,,,,,,"83.764982000","0.905522000",,
,,,,,,,,,,,,,,,,,,,,,,"84.135236000","0.370254000",,
"192.168.1.2","192.168.1.1","84","1","0",,,,"64","1",,,,,,,,,,,,,"84.837202000","0.701966000",,
"192.168.1.1","192.168.1.2","84","1","0",,,,"255","1",,,,,,,,,,,,,"84.853281000","0.016079000",,
"192.168.1.2","192.168.1.1","84","1","0",,,,"64","1",,,,,,,,,,,,,"84.856359000","0.003078000",,
"192.168.1.1","192.168.1.2","84","1","0",,,,"255","1",,,,,,,,,,,,,"84.871839000","0.015480000",,
,,,,,,,,,,,,,,,,,,,,,,"85.923081000","1.051242000",,
"192.168.1.2","192.168.1.1","84","1","0",,,,"64","1",,,,,,,,,,,,,"86.858467000","0.935386000",,
"192.168.1.1","192.168.1.2","84","1","0",,,,"255","1",,,,,,,,,,,,,"86.871958000","0.013491000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"86.873510000","0.001552000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"86.896850000","0.023340000",,
,,,,,,,,,,,,,,,,,,,,,,"88.069570000","1.172720000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"88.875151000","0.805581000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"88.881644000","0.006493000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"88.882831000","0.001187000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"88.899066000","0.016235000",,
,,,,,,,,,,,,,,,,,,,,,,"90.218210000","1.319144000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"90.882877000","0.664667000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"90.891345000","0.008468000",,
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"90.898334000","0.006989000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"90.916213000","0.017879000",,
,,,,,,,,,,,,,,,,,,,,,,"92.364514000","1.448301000",,
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"92.900742000","0.536228000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"92.912293000","0.011551000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"92.913922000","0.001629000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"92.931558000","0.017636000",,
,,,,,,,,,,,,,,,,,,,,,,"94.552999000","1.621441000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"94.916145000","0.363146000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"94.932712000","0.016567000",,
,,,,,,,,,,,,,,,,,,,,,,"96.526506000","1.593794000",,
,,,,,,,,,,,,,,,,,,,,,,"96.537698000","0.011192000",,
,,,,,,,,,,,,,,,,,,,,,,"96.814207000","0.276509000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"96.937687000","0.123480000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"96.951095000","0.013408000",,
"192.168.1.2","192.168.1.4","84","1","0",,,,"64","1",,,,,,,,,,,,,"98.939677000","1.988582000",,
"192.168.1.4","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"98.947075000","0.007398000",,
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"98.948433000","0.001358000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"98.957575000","0.009142000",,
,,,,,,,,,,,,,,,,,,,,,,"99.031496000","0.073921000",,
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"100.949873000","1.918377000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"100.958723000","0.008850000",,
,,,,,,,,,,,,,,,,,,,,,,"101.194073000","0.235350000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"102.959005000","1.764932000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"102.975707000","0.016702000",,
,,,,,,,,,,,,,,,,,,,,,,"103.375984000","0.400277000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"104.961150000","1.585166000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"104.966144000","0.004994000",,
"192.168.1.2","192.168.1.1","84","1","0",,,,"64","1",,,,,,,,,,,,,"104.967511000","0.001367000",,
"192.168.1.1","192.168.1.2","84","1","0",,,,"255","1",,,,,,,,,,,,,"104.991144000","0.023633000",,
,,,,,,,,,,,,,,,,,,,,,,"105.514943000","0.523799000",,
"192.168.1.2","192.168.1.1","84","1","0",,,,"64","1",,,,,,,,,,,,,"106.969990000","1.455047000",,
"192.168.1.1","192.168.1.2","84","1","0",,,,"255","1",,,,,,,,,,,,,"106.981045000","0.011055000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"106.982503000","0.001458000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"106.991456000","0.008953000",,
,,,,,,,,,,,,,,,,,,,,,,"107.639961000","0.648505000",,
,,,,,,,,,,,,,,,,,,,,,,"107.770787000","0.130826000",,
,,,,,,,,,,,,,,,,,,,,,,"107.773979000","0.003192000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"108.984737000","1.210758000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"108.992718000","0.007981000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"108.998104000","0.005386000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"109.011632000","0.013528000",,
,,,,,,,,,,,,,,,,,,,,,,"109.804137000","0.792505000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"110.998031000","1.193894000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"111.008528000","0.010497000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"111.009979000","0.001451000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"111.013362000","0.003383000",,
,,,,,,,,,,,,,,,,,,,,,,"111.916750000","0.903388000",,
,,,,,,,,,,,,,,,,,,,,,,"111.996976000","0.080226000",,
,,,,,,,,,,,,,,,,,,,,,,"111.997299000","0.000323000",,
