ip.src,ip.dst,eth.addr,eth.dst,frame.time_relative,frame.time_delta,label
3232235782,3232235778,13259053006848,13259053006848,108.992718,0.007981,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,108.998104,0.005386,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,109.011632,0.013528,Normal_Traffic
0,0,1652522221568,1652522221568,109.804137,0.792505,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,110.998031,1.193894,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,111.008528,0.010497,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,111.009979,0.001451,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,111.013362,0.003383,Normal_Traffic
0,0,1652522221568,1652522221568,111.91675,0.903388,Normal_Traffic
0,0,13259053006848,13259053006848,111.996976,0.080226,Normal_Traffic
0,0,13233333338112,13233333338112,111.997299,0.000323,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,113.012032,1.014733,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,113.015008,0.002976,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,113.018504,0.003496,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,113.043954,0.02545,Normal_Traffic
0,0,1652522221568,1652522221568,114.090986,1.047032,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,115.019118,0.928132,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,115.034298,0.01518,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,115.039749,0.005451,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,115.065547,0.025798,Normal_Traffic
0,0,1652522221568,1652522221568,116.215082,1.149535,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,117.041242,0.82616,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,117.051476,0.010234,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,117.052828,0.001352,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,117.068214,0.015386,Normal_Traffic
0,0,1652522221568,1652522221568,118.418214,1.35,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,119.054754,0.63654,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,119.056851,0.002097,Normal_Traffic
3232235783,3232236031,281474976710655,281474976710655,119.542678,0.485827,Normal_Traffic
0,0,13259053006848,13259053006848,120.209961,0.667283,Normal_Traffic
0,0,14189840039936,14189840039936,120.210415,0.000454,Normal_Traffic
0,0,1652522221568,1652522221568,120.491229,0.280814,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,121.060233,0.569004,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,121.074807,0.014574,Normal_Traffic
0,0,13259053006848,13259053006848,121.629427,0.55462,Normal_Traffic
0,0,13909683339264,13909683339264,121.629962,0.000535,Normal_Traffic
0,0,1652522221568,1652522221568,122.584575,0.954613,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,123.062281,0.477706,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,123.067963,0.005682,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,123.069341,0.001378,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,123.071316,0.001975,Normal_Traffic
0,0,1652522221568,1652522221568,124.65229,1.580974,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,125.071215,0.418925,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,125.074501,0.003286,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,125.075997,0.001496,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,125.081546,0.005549,Normal_Traffic
0,0,1652522221568,1652522221568,126.766299,1.684753,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,127.078378,0.312079,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,127.087701,0.009323,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,127.091136,0.003435,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,127.110078,0.018942,Normal_Traffic
0,0,1099726376140,1099726376140,128.067263,0.957185,Normal_Traffic
0,0,1099726376140,1099726376140,128.070251,0.002988,Normal_Traffic
0,0,1652522221568,1652522221568,128.861826,0.791575,Normal_Traffic
