ip.src,ip.dst,ip.len,ip.flags.df,ip.ttl,ip.proto,frame.time_relative,frame.time_delta,label
3232235777,3232235778,56.0,0.0,255.0,1.0,53.705191,0.021804,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,53.705707,0.000516,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,53.728032,0.022325,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,53.728505,0.000473,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,53.740619,0.012114,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,54.423917,0.683298,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,54.745445,0.321528,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,54.762474,0.017029,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,54.762896,0.000422,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,54.782387,0.019491,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,54.782845,0.000458,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,54.8048,0.021955,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,54.805444,0.000644,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,54.824465,0.019021,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,54.824801,0.000336,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,54.84527,0.020469,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,55.134679,0.289409,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,55.163267,0.028588,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,55.212877,0.04961,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,55.243776,0.030899,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,55.447532,0.203756,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,55.663593,0.216061,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,55.673589,0.009996,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,55.675758,0.002169,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,55.692018,0.01626,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,55.714718,0.0227,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,55.74023,0.025512,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,55.766221,0.025991,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,55.807794,0.041573,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,55.808303,0.000509,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,55.828661,0.020358,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,56.815927,0.987266,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,56.839533,0.023606,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,56.855652,0.016119,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,56.856089,0.000437,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,56.872123,0.016034,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,56.872629,0.000506,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,56.893912,0.021283,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,57.023256,0.129344,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,57.048368,0.025112,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,57.063239,0.014871,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,57.079238,0.015999,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,58.078359,0.999121,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,58.108183,0.029824,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,58.136631,0.028448,DHCP_Spoofing
